Capital gains rates from http://forbestadvice.com/Money/Taxes/Federal-Tax-Rates/Historical_Federal_Capital_Gains_Tax_Rates_History.html
1871,0,0
1873,0,0
1874,0,0
1875,0,0
1876,0,0
1877,0,0
1878,0,0
1879,0,0
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,15,15
1917,67,67
1918,77,77
1919,73,73
1920,73,73
1921,73,73
1922,12.5,58
1923,12.5,43.5
1924,12.5,46
1925,12.5,25
1926,12.5,25
1927,12.5,25
1928,12.5,25
1929,12.5,24
1930,12.5,25
1931,12.5,25
1932,12.5,63
1933,12.5,63
1934,31.5,63
1935,31.5,63
1936,39,78
1937,39,78
1938,30,78
1939,30,78
1940,30,78
1941,30,80
1942,25,88
1943,25,88
1944,25,94
1945,25,94
1946,25,86.5
1947,25,86.5
1948,25,82.1
1949,25,82.1
1950,25,84.4
1951,25,91
1952,25,91
1953,25,91
1954,25,91
1955,25,91
1956,25,91
1957,25,91
1958,25,91
1959,25,91
1960,25,91
1961,25,91
1962,25,91
1963,25,91
1964,25,91
1965,25,70
1966,25,70
1967,25,70
1968,26.9,75.3
1969,27.5,77
1970,32.3,70
1971,34.3,70
1972,36.5,70
1973,36.5,70
1974,36.5,70
1975,36.5,70
1976,39.9,70
1977,39.9,70
1978,39,70
1979,29,70
1980,29,70
1981,23.7,70
1982,20,50
1983,20,50
1984,20,50
1985,20,50
1986,20,50
1987,28,38.5
1988,33,33
1989,33,33
1990,33,33
1991,28.9,31.9
1992,28.9,31.9
1993,29.2,40.8
1994,29.2,40.8
1995,29.2,40.8
1996,29.2,40.8
1997,21.2,40.8
1998,21.2,40.8
1999,21.2,40.8
2000,21.2,40.8
2001,21.2,43.2
2002,21.2,42.7
2003,16.1,36.1
2004,16.1,36.1
2005,16.1,36.1
2006,15.7,35.7
2007,15.7,35.7
2008,15.4,35.4
2009,15.4,35.4
2010,15,35
2011,15,35
2012,15,35
2013,25,44.6
2014,25,44.6
2015,25,44.6
2016,25,44.6


